Gene\Cell type,EXMC,Hypoblast,PreL-TE,PostL-EPI,VE/YE
LOC102114862,0,0,0,0,0
LOC102114871,11.068968875,5.944931,5.02800511538462,27.95161506,21.20896
LOC102114873,0.0114454375,0.171574648148148,0,0.00822074,0
LOC102114876,0,0.0114892777777778,0,0,0
LOC102114879,0,0,0,0,0
LOC102114885,0,0,0,0,0
LOC102114887,0,0,0,0,0
LOC102114893,0,0.00663388888888889,0.0470844807692308,0.00677916,0
LOC102114896,0.2096971875,0.0717361111111111,0,0.0641874,0.299558
LOC102114897,0.28582259375,0.00722214814814815,0.0429620769230769,0.09518326,0
LOC102114898,0,0.00837453703703704,0.509112692307692,0,0
LOC102114899,0,0,0,0,0
LOC102114904,0,0,0,0,0
LOC102114906,0,0,0,0,0
LOC102114908,0,0,0,0,0
LOC102114912,1502.8555625,1025.13681481481,1085.2965,1718.0992,1211.086
LOC102114915,0,0,0,0,0
LOC102114916,0.10631225,0,0.02153525,12.28030748,0
LOC102114928,0.29025646875,0.361232148148148,0.257187211538462,0.10619044,0
LOC102114935,0.1779584375,0.0579783333333333,0.154841730769231,0.04737264,0
LOC102114937,0,0,0,0,0
LOC102114938,0,0.0151027592592593,0.3714,0,0
LOC102114940,0.01316553125,0,0.0404719230769231,0.463524,0
LOC102114941,0,0,0,0,0
LOC102114942,0.17853290625,0.0923210740740741,0.0284408076923077,0.18620754,0.5319424
LOC102114945,0,0,0,0,0
LOC102114946,2720.600625,2018.68092592593,3488.31403846154,1543.01104,2438.54
LOC102114955,0.2112538125,2.19443957407407,7.16600373076923,2.41244402,5.357848
LOC102114958,0,0,0,0.0276166,0
LOC102114961,0.24640884375,0.0273136296296296,0.0173935192307692,0.26447426,0
LOC102114963,0.018929375,0,0,0.01599526,0
LOC102114971,0,0,0,0,0
LOC102114974,0.07082078125,0.0237607777777778,0,0.05668614,0.107562
LOC102114978,1.0994409375,0,0.4597375,0,0
LOC102114980,0,0,0,0,0
LOC102114982,0,0,0,0,0
LOC102114983,0.33259784375,0.620006425925926,0.307373384615385,0.38783576,0.2296324
LOC102114989,0,0,0,0,0
LOC102114991,0,0,0.05783,0.00733794,0
LOC102114992,0,0,0,0,0
LOC102114997,1.3521530625,0.0233687037037037,0,0.070834,0
LOC102114998,0,0.00576968518518518,0,0,0
LOC102114999,0,0,0,0,0
LOC102115000,217.30435,206.302118518519,217.989596153846,151.669256,187.031
LOC102115002,0,0,0.0267366153846154,0,0
LOC102115003,0,0,0,0,0
LOC102115004,0,0,0,0,0
LOC102115006,0,0,0.0181266538461538,0,0
LOC102115008,0.52848603125,4.31237172222222,1.99646638461538,0.21213334,0.0748896
LOC102115017,0,0.0148041851851852,0,0,0
LOC102115018,12.51223109375,21.6441740740741,21.0587353846154,22.4046718,18.140464
LOC102115028,0,0,0,0,0
LOC102115030,0.1114385625,0.162078796296296,0.14444675,0.06887832,0.107562
LOC102115032,1.32176115625,0.271301944444444,0.662405692307692,0.3541624,0
LOC102115041,0,0,0,0,0
LOC102115042,0.2271525,0.177148907407407,0.100673576923077,0,0
LOC102115043,0.3828646875,0.845160444444445,2.77505292307692,0.50781336,0.1547428
LOC102115046,33.9327696875,14.7753133333333,5.62410111538462,24.8060908,9.7679508
LOC102115048,0,0.28226962962963,0.142726730769231,0,0
LOC102115050,0.058221875,0.559680185185185,0.00439940384615385,0.9437164,0
LOC102115055,0,0,0.0955286538461538,0,0
LOC102115058,0,0,0,0,0
LOC102115063,0,0,0,0,0
LOC102115064,0.17774065625,0,0.05541675,0.12828506,0.237336
LOC102115065,0,0,0,0,0
LOC102115066,0,0,0.113944807692308,0,0.928456
LOC102115067,0,0,0,0,0
LOC102115068,0,0,0,0.00714364,0
LOC102115073,0,0.172516481481481,0.0110530384615385,0.4949513,1.204168
LOC102115075,0,0,0,0,0
LOC102115076,0.0154085,2.34480077777778,0.653477692307692,0.62823376,5.84138
LOC102115078,0,0,0,0,0
LOC102115079,10.33784109375,0.627901259259259,0.787997576923077,1.17489646,1.4018284
LOC102115082,0,0,0,0,0
LOC102115083,0.2942318125,0.642822537037037,0.411749057692308,0.28369328,0.1501502
LOC102115088,0,0,0.0724838461538462,0,0
LOC102115090,0,0.0127855,0.307959615384615,0,0
LOC102115091,0,0,0,0,0
LOC102115093,0,0.425046296296296,0,0,0
LOC102115101,0,0,0,0,0
LOC102115103,0.1746659375,0,0,0.0314232,0
LOC102115106,0,0,0,0,0
LOC102115111,0.01336475,0,0,0,0
LOC102115113,0,1.24386409259259,0.00642701923076923,0.31463676,0
LOC102115115,0,0,0,0,0
LOC102115119,0,0.0108145185185185,0,0,0
LOC102115125,0.01101853125,0,0,0,0.086815
LOC102115127,0,0.0990967777777778,0.0610284038461538,0.01380826,0
LOC102115131,0.12088846875,0.185597537037037,0.0654059807692308,0.25100356,0
LOC102115139,0,0,0,0,0
LOC102115141,0,0.997925185185185,0,0,0
LOC102115142,0.02939978125,0,0,0.00871288,0
LOC102115148,0,0,0,0,0
LOC102115149,0,0,0,0,0
LOC102115154,0.01336475,3.11927777777778,0.372215307692308,0.01685898,28.77776
LOC102115157,321.54596875,264.997522222222,321.397888461538,338.63678,230.56374
LOC102115158,0,0,0,0,0
LOC102115161,0,0.0140316481481481,0,0,0
LOC102115165,0,0,0.0355126923076923,0.096458,0
LOC102115166,2.074415625,0,0,1.492303,0
LOC102115168,0,0,0,0,0
LOC102115172,0,0.10105812962963,0.0814960769230769,1.10337086,0
LOC102115174,0.2166454375,0.227587814814815,0.227340153846154,0.21674176,0.473188
LOC102115175,0.81343003125,0.181859925925926,0.0973491346153846,0.81631954,1.69004
LOC102115178,0,0,0,0,0
LOC102115179,0,0.1549155,0.310136730769231,0.4861776,0
LOC102115181,0.68855415625,0.705411407407407,0.694999384615385,1.41348298,0.994533
LOC102115183,0,0,0,0,0
LOC102115187,0.7526703125,2.75472796296296,2.76033723076923,1.54291598,1.5201942
LOC102115189,0,0.395362555555556,0.195410365384615,0,0.0752606
LOC102115190,0,0.00646737037037037,0,0,0
LOC102115195,0,0,0.0364611538461538,0,0
LOC102115198,0,0,0,0,0
LOC102115200,0,0,0,0,0
LOC102115202,0,0,0,0,0
LOC102115205,0.359884375,0.13935712962963,0.101352480769231,0.11974986,0
LOC102115206,0.1182085,0.267053962962963,0.00879882692307692,0.1611412,0
LOC102115210,0.1034271875,0.382339074074074,0.297977884615385,1.31870876,0
LOC102115214,0,0,0,0,0
LOC102115215,0,0,0,0,0
LOC102115216,0,0,0,0,0
LOC102115220,0.19363134375,0,0,0.0749258,0
LOC102115222,0,0,0,0,0
LOC102115225,0,0.024862037037037,0,0,0
LOC102115227,0,0,0.0384332692307692,0,0
LOC102115229,0,0.10219237037037,0.247376980769231,0.20051966,0
LOC102115230,0,0.0262985555555556,0,0,0.086815
LOC102115231,0,0.0339403703703704,0,0.12510232,0
LOC102115237,0.0222779375,0.876902037037037,0,0.2476904,2.204462
LOC102115247,0,0,0,0,0
LOC102115252,0,0,0,0,0
LOC102115257,118.60933125,96.2449222222222,103.092292307692,109.159144,105.35174
LOC102115261,0,0.00741544444444444,0,0,0
LOC102115263,3.607685,3.0412877037037,8.24363384615385,2.95320292,3.902688
LOC102115264,0,0,0,0,0
LOC102115265,0.09795559375,0,0.342713461538462,0.1007493,0.086815
LOC102115268,0.05738628125,0.136333148148148,0,0.3495446,0
LOC102115271,0,0,0,0,0.0752606
LOC102115276,0,0,0,0,0
LOC102115277,0,0.0671317962962963,0.0752096153846154,0.02317338,0.0752606
LOC102115278,0,0,0,0,0
LOC102115284,0.01201984375,0,0,0,0
LOC102115293,4.749553125,2.97902288888889,3.60166844230769,9.11487176,7.797458
LOC102115305,0,0,0,0,0
LOC102115307,0,0,0,0.01791088,0
LOC102115308,0,0.132677777777778,0,0,0
LOC102115310,1.365784375,0.00837453703703704,0,2.52749798,4.2146
LOC102115314,0,0,0,0,0
LOC102115315,0,0,0,0.01381916,0
LOC102115317,22.4815243125,29.7984251851852,426.102846153846,6.57528854,16.918902
LOC102115318,0,0,0,0,0
LOC102115321,0,0,0,0,0
LOC102115322,0,0.122715166666667,0,0.20624502,0
LOC102115324,0,0,0,0,0
LOC102115326,0,0.189701518518518,0.130233653846154,0,0
LOC102115333,0,0,0,0,0
LOC102115334,0.0362078125,0,0,0.0219238,0
LOC102115341,0.91350625,0.985430555555556,0.00650444230769231,1.0132152,0
LOC102115343,0.0474184375,0.0288483333333333,0.0285058846153846,0,0
LOC102115346,0,0,0,0,0
LOC102115348,0,0,0,0,0
LOC102115350,0.5802446875,0.0145181481481481,0,0,0
LOC102115354,4.27369434375,2.72567307407407,2.54306419230769,7.21695836,5.125403
LOC102115359,0,0,0,0.1453552,0
LOC102115363,0,0,0.0655565384615385,0,0
LOC102115365,0,0,0,0,0
LOC102115366,0,0,0,0.01571332,0
LOC102115370,0.015776125,0,0,0,0
LOC102115373,0,0.156492407407407,0,0,0
LOC102115376,1.24213375,0.030274962962963,0.0257800576923077,0,0
LOC102115378,0,0.0341387037037037,0.0945225,0,0
LOC102115380,0,0,0,0,0
LOC102115381,0,0,0,0,0
LOC102115384,48.40101875,60.2209277777778,48.9523365384615,41.430054,26.36554
LOC102115385,0,0,0,0,0
LOC102115386,0,0,0,0,0.928456
LOC102115387,30.8190553125,32.4471133333333,25.0504778846154,46.57652,32.79444
LOC102115388,0,0,0,0.585557,0
LOC102115393,0.01201984375,0.0410153148148148,0.0590551923076923,0.0410637,0
LOC102115394,1.34417521875,0.298705351851852,0.201878288461538,1.25311364,0.7217266
LOC102115395,0,0.274218518518519,0.0350448461538461,0.13757636,0
LOC102115397,0.43325984375,1.07399405555556,0.392376403846154,0.56734054,0.7691222
LOC102115399,2.23216959375,0.0106342592592593,0.0181608653846154,0.09375624,0.237336
LOC102115402,0.11790575,1.09139048148148,0.167675057692308,0.05635886,0
LOC102115403,0.8266580625,0.663275518518519,1.49866711538462,0.0285432,2.32158
LOC102115408,0.0228580625,0.010367,0.0413046153846154,0,0
LOC102115409,0.7683529375,0.843714574074074,0.816577903846154,0.32554694,0.524969
LOC102115413,0,0,0,0,0
LOC102115415,0,0,0,0,0
LOC102115416,4.05445778125,6.6499892037037,10.7447735576923,17.66631716,0.464228
LOC102115422,0,3.16893751851852,0.119544153846154,0.08935104,0
LOC102115428,0.29246328125,9.46291911111111,8.32321778846154,0.31276518,0.464228
LOC102115429,0.0295493125,0.099866462962963,0.0328198653846154,0.06164762,0.150521
LOC102115430,0,0,0,0,0
LOC102115431,0,0,0,0,0
LOC102115432,0,0,0,0,0
LOC102115434,0.1335296875,0.783715314814815,0.462384519230769,0.34870758,0
LOC102115438,0,0.266365333333333,0.0199568076923077,0.1159956,0
LOC102115439,0,0,0,0,0
LOC102115440,0,0.00722214814814815,0.106683384615385,0.04650084,0
LOC102115441,0.88112925,0,0,0.1085751,0
LOC102115450,0.29210040625,0.618980444444445,0.00544144230769231,0.02912516,2.7625506
LOC102115453,0.01002678125,0,0,0.0089401,0
LOC102115454,0,0,0,0,0
LOC102115456,0,0,0,0,0
LOC102115457,0.0212746875,0.0145181481481481,0,0.0353481,0.2300034
LOC102115458,0,0.33559212962963,0.310085442307692,0.2001961,0
LOC102115461,0.60377515625,0.723657351851852,0.947756423076923,2.98456066,0.4900764
LOC102115462,0,0,0,0,0
LOC102115463,0.0160096875,0,0,0,0
LOC102115464,0,0,0.0263813461538462,0,0
LOC102115465,0,0,0,0.310868,0
LOC102115468,0,0,0,0,0
LOC102115472,0,0.037292962962963,0.178492557692308,0,0
LOC102115473,1.54527578125,0.471517888888889,0.0287066538461538,0.30314836,0.3979466
LOC102115474,0.0328824375,0.0212463703703704,0.302454365384615,0.0743183,0.107562
LOC102115477,0,0,0,0,0
LOC102115482,0.09642215625,0,0.0613926923076923,0,0
LOC102115485,0,0,0.124173653846154,0,0.0752606
LOC102115488,0,0,0,0,0.0752606
LOC102115493,0.72336325,0.154756666666667,0.384258076923077,0.0885426,0
LOC102115495,1.9541255,1.65625135185185,2.93480519230769,1.4392443,1.205374
LOC102115499,0,0,0,0,0
LOC102115500,0,0,0,0,0
LOC102115501,0.2924459375,0.297042592592593,0.327184615384615,0.06214066,0
LOC102115502,0,0,0,0,0
LOC102115504,0.1484585,0.397793240740741,0.0815994807692308,0.1005314,0
LOC102115505,0.3090271875,0.175119314814815,0.0232669615384615,0.17012126,0
LOC102115506,0.1737415625,0.4031465,0.241693711538462,0.0766708,0.299558
LOC102115514,0,0,0,0,0
LOC102115515,0,0.515129222222222,0,0,0
LOC102115517,0,0,0,0,0
LOC102115519,0,0,0,0.194807,0
LOC102115521,0,0,0,0,0
LOC102115525,0,0,0,0.204756,0
LOC102115531,1711.89625,1291.28890740741,1431.21946153846,1642.99014,1237.576
LOC102115537,0,0,0,0,0
LOC102115538,0.0228580625,0.0388997037037037,0.0354853653846154,0.00995966,0.107562
LOC102115539,0,0.0505470740740741,0,0,0
LOC102115540,0.047539375,0.437376481481482,0.0932853846153846,0.00713578,0.0748896
LOC102115545,0,0.0191846851851852,0.00738386538461538,0,0
LOC102115546,0,0,0,0,0
LOC102115547,0,0,0.0783371153846154,0,0
LOC102115549,0,0.00576968518518518,0.00867426923076923,0,0
LOC102115550,94.35072859375,80.9329185185185,175.190717307692,144.105982,77.1919
LOC102115552,0,0,0,0,0
LOC102115553,1.33014375,0.356438888888889,0,0,0
LOC102115555,0,0.590759148148148,0.0216673269230769,0,0
LOC102115558,0,0,0,0,0
LOC102115560,0,0.0965614814814815,0,0.1607162,0.1547428
LOC102115563,2.3371383125,0.368289981481481,0.577107538461538,4.44856072,0.4596362
LOC102115564,0,0,0.0972711538461538,0,0
LOC102115565,0.0435435,0.0108145185185185,0,0.01381916,0.0752606
LOC102115566,0,0.00853466666666667,0,0.01514444,0
LOC102115569,0.01885178125,0,0,1.6573208,0
LOC102115571,0,0.0187014814814815,0,0.0313516,0
LOC102115573,0,0,0,0,0
LOC102115574,0,0.807843037037037,0.489409673076923,0.01172202,0.224668
LOC102115576,0,0.100243574074074,1.41245094230769,0.522103,0
LOC102115577,2.552646875,0,0,0.86613328,0
LOC102115578,0,0.216290740740741,0.406996538461538,0,0
LOC102115579,0.1831271875,0.137196777777778,0.825261230769231,0.10872758,0
LOC102115582,0,0.0169858148148148,0.283261423076923,0,0
LOC102115589,2.00692625,0.0114210740740741,0.162778076923077,0,0
LOC102115591,0,0,0,0.01750534,0
LOC102115593,3.1680490625,1.24936140740741,1.51711519230769,4.45184432,0
LOC102115598,0,0,0,0,0
LOC102115599,12.58509946875,15.5978972962963,16.9610155769231,13.50227452,23.488922
LOC102115604,0,0,0,0,0
LOC102115607,96.66039125,87.4883444444445,55.162925,79.207067,82.79352
LOC102115608,0.9489485,1.07898018518519,0.465649230769231,1.04333864,0
LOC102115610,0,0.0106342592592593,0.0166739615384615,0.04379774,0
LOC102115612,0.1797699375,0.0340009259259259,0.131764557692308,0.0321526,0
LOC102115615,0,0,0,0,0
LOC102115619,0,0,0,0,0
LOC102115624,16.3871460625,17.2611826481482,44.7140395769231,28.04741644,9.5963128
LOC102115626,0,0,0,0,0
LOC102115631,0.6700859375,0.616454518518519,0.465628019230769,0.20942024,0
LOC102115634,0,0,0,0,0
LOC102115636,0,0,0.372095692307692,0.00677916,6.11921
LOC102115638,0,0,0,0,0
LOC102115643,0.39637084375,0.554395092592593,0.482919423076923,0.53989838,0
LOC102115646,0,0,0,0,0
LOC102115649,0.0124369375,3.67384446296296,0.108763384615385,0.1710334,0
LOC102115650,0,0,0,0,0
LOC102115651,0.11910309375,0.0293461111111111,0.00940119230769231,0.0992595,0
LOC102115661,0.31400690625,0.428902407407407,0.409934903846154,0.73171144,0.1547428
LOC102115664,0.581229,0.175150203703704,0.0949121153846154,0.51629828,1.646339
LOC102115671,0,0,0,0,0
LOC102115673,0,0,0,0,0
LOC102115675,0,0,0.0100664807692308,0,0
LOC102115683,0.0347131875,26.166757537037,0.0773799423076923,0.3109493,88.628362
LOC102115688,0,0.00412298148148148,0,0,0
LOC102115697,0,0.0120701851851852,0.0100052307692308,0,0
LOC102115698,3.4787404375,2.27320153703704,3.08025169230769,5.28064684,0.4711906
LOC102115699,0,0,0,0,0
LOC102115701,0,0,0.00989401923076923,0,0
LOC102115702,7.44560609375,17.1858705555556,18.0359490384615,9.8525662,5.513886
LOC102115707,0.0206854375,0.0135073703703704,0.167800326923077,0.0285153,0
LOC102115708,0,0,0,0,0
LOC102115710,0,0.050555,0,0,0
LOC102115711,0,0,0,0,0
LOC102115712,0.01201984375,0,0,0.00723054,0
LOC102115713,0,0,0,0,0
LOC102115717,0,0,0,0.0214308,0
LOC102115719,0.0882403125,0.00837453703703704,0,0.01750534,0.1828226
LOC102115723,0,0.226319740740741,0.59132575,1.98235442,0
LOC102115724,0,0,0,0,0
LOC102115727,0.1499194375,0.404369333333333,0.282270769230769,0.47400296,0.6171188
LOC102115730,0.0369753125,0.197960555555556,0.0568436538461538,0.4665036,0
LOC102115734,0,0,0,0,0
LOC102115735,253.29234375,145.968483333333,178.625711538462,340.72784,237.8138
LOC102115736,0,0.0447714814814815,0,0,0
LOC102115740,0,0,0,0,0
LOC102115742,0,0,0,0.0438476,0
LOC102115743,0,0,0,0,0
LOC102115747,0,0.355940740740741,0,0,0
LOC102115750,0.01002678125,0,0.0109260769230769,0,0
LOC102115754,0.64615775,1.14750198148148,0.996783423076923,0.6770608,0.824168
LOC102115773,0,0,0,0,0
LOC102115775,0.0668046875,0.188263166666667,1.18426373076923,0.08933634,0.0748896
LOC102115776,0,0.0054152037037037,0,0.0089401,0
LOC102115780,0,0,0,0,0
LOC102115782,16.608376875,0.434112222222222,0,0,11.81714
LOC102115783,0,0,0,0,0
LOC102115785,0,0,0,0,0
LOC102115786,0.1537890625,0,0,0.76660578,0
LOC102115789,5.0837228125,0.0109123148148148,0,0,0
LOC102115795,0,0,0,0,0
LOC102115796,0,0.178218796296296,0.187704326923077,0.06179254,0
LOC102115797,0.0114454375,0,0,0.04055428,0.086815
LOC102115800,15.3118728125,29.7777483333333,27.4310951923077,10.50806466,10.90998
LOC102115805,0,0,0,0,0
LOC102115807,0,0,0,0,0
LOC102115810,0.34831696875,0.458921574074074,0.529575923076923,0.32175582,0.150521
LOC102115813,0,0,0,0,0
LOC102115822,0.1280044375,0.00786740740740741,0,0.16894272,0.3698668
LOC102115824,0.9156178125,0.00718987037037037,0.0107443269230769,0.01514444,0
LOC102115826,0.01848759375,0,0,0,0
LOC102115828,261.4742625,199.294816666667,225.849826923077,308.8804,241.2588
LOC102115830,0,0,0,0,0
LOC102115831,0,0,0.0780684615384615,0,0
LOC102115834,0.40297253125,0.167421518518518,0.206203173076923,0.62905414,0.1501502
LOC102115836,132.161725,214.844716666667,217.685978846154,95.027288,105.99
LOC102115837,0,0,0,0,0.107562
LOC102115838,2.308061875,0.0350790740740741,0,0,0.0752606
LOC102115840,0,0,0,0,0
LOC102115842,0,0,0,0.00945966,0
LOC102115848,1.470246875,2.9657195,5.97973188461538,0,1.5027548
LOC102115853,0.0413709375,0,0.0166739615384615,0,0
LOC102115856,0.683146875,0.0145181481481481,0,0,0
LOC102115858,0,0,0,0,0
LOC102115860,0.0924378125,0.0216022222222222,0,0,0
LOC102115862,0.73072125,0.109945185185185,0.225098076923077,0.62327106,0
LOC102115866,0.01832890625,0,0,0.03068254,0
LOC102115868,0,0,0.0659911538461539,0,0
LOC102115869,1.7966220625,4.7347935,4.90451944230769,0.62180434,3.170174
LOC102115873,0,0,0,0,0
LOC102115874,0.23696225,0.297335611111111,0.585073134615385,0.19566678,0.1828226
LOC102115882,0,0,0,0,0
LOC102115884,5.1067343125,6.40528009259259,5.18761905769231,6.96895746,5.742082
LOC102115889,0.06487375,0.751653703703704,0,0.01880922,0
LOC102115890,90.6743625,81.2095759259259,88.6351980769231,99.9605,85.10038
LOC102115894,0,0,0.0113546346153846,0,0
LOC102115898,12.11199875,19.4059511481482,12.7712423076923,23.280405,16.046074
LOC102115900,0,0,0,0,0
LOC102115907,0,0,0,0,0
LOC102115911,0,0,0,0,0
LOC102115916,32.7305389375,123.678905555556,83.5961778846154,51.8898912,46.3947
LOC102115920,0,0,0,0.01462536,0
LOC102115921,0,0.00825116666666667,0,0.01172202,0
LOC102115922,0,0,0,0,0
LOC102115923,0,0.24617962962963,0.216253461538462,0.2596392,0
LOC102115925,0,0.142253703703704,0.111166346153846,0,0
LOC102115926,0.29509290625,0.0362302037037037,1.02926982692308,0.00735662,0
LOC102115934,0,0.0165652407407407,0.20170025,0.02176114,0
LOC102115939,0.03449728125,0,0,0.05035382,0.086815
LOC102115943,0,0,0,0.01172202,0
LOC102115944,0,0.495273944444444,0,0,0
LOC102115945,0.01201984375,0.0324912962962963,0.265914288461538,0,0
LOC102115947,0,0,0,0,0
LOC102115948,0.58544440625,1.10042325925926,1.21003319230769,1.641578,0.4880868
LOC102115955,0,0.00767351851851852,0.860027403846154,0.64419604,0
LOC102115956,0,0.0398344814814815,0.0430616923076923,0,0
LOC102115958,0,0,0,0,0
LOC102115959,0,0,0,0,0
LOC102115961,0,0,0,0.0667686,0
LOC102115962,179.738415625,150.731451851852,156.346294230769,244.29714,122.67006
LOC102115963,0,0,0.168737673076923,0,0
LOC102115966,1.11091115625,0.212522037037037,0.00738386538461538,0.0964296,0
LOC102115968,0,0.00571053703703704,0.0106142884615385,0.01127246,0
LOC102115969,513.10953125,433.107240740741,405.186307692308,476.11588,567.333
LOC102115970,0.01034228125,0.571998148148148,0.327408788461538,0.0214074,0.1547428
LOC102115976,3.40214865625,2.38255759259259,1.10402611538462,0.95921998,0.299558
LOC102115977,1505.85284375,996.998851851852,1054.34234615385,1750.0186,1209.82
LOC102115980,7.5808605,6.64904594444445,5.07193542307692,9.65699492,7.89188
LOC102115981,0,0,0,0.664358,0
LOC102115988,0,0.744524074074074,0,0.00509618,0
LOC102115990,0,0,0,0,0
LOC102116009,9.594866875,15.7958039814815,13.8840588461539,20.9094906,31.316396
LOC102116016,0,0,0,0,0
LOC102116018,0.01623425,0,0,1.1625283,0
LOC102116024,0,0.281012703703704,0.0140669423076923,0.01514444,0.0752606
LOC102116027,0,0,0,0,0
LOC102116029,0,0,0,0.1037612,0
LOC102116030,0,0,0,0,0
LOC102116035,0,0,0,0,0
LOC102116036,0.5043006875,0.233958185185185,0.308278096153846,1.96102604,0.5157956
LOC102116039,0.015776125,0.0215658703703704,0.520476923076923,0.3486421,0
LOC102116040,0.0523571875,0,0.314087692307692,0.12668176,0
LOC102116041,0,0,0,0,0
LOC102116042,0.01124790625,0,0,0,2.78538
LOC102116043,3.19002040625,4.8237657037037,2.34177684615385,5.72552544,1.584995
LOC102116048,0,0,0,0,0
LOC102116055,501.93309375,367.604259259259,448.317653846154,625.30816,474.8884
LOC102116057,0,0,0.192165961538462,0.06742164,0
LOC102116058,3.2082731875,2.93013990740741,2.71384863461538,8.557795,1.172702
LOC102116062,0,0,0,0,0
LOC102116063,8.951483125,1.30928955555556,3.54102276923077,0.61335778,1.398306
LOC102116064,0,0.0157348333333333,0,0.071035,0
LOC102116066,0.1125975,0.0740866111111111,0.0341316346153846,0.06660452,0.1824516
LOC102116067,42.36041415625,57.9290501851852,64.7880653846154,47.76924616,63.613488
LOC102116068,0.25919428125,0.407315648148148,0.83660175,0.29088034,0
LOC102116070,0.2817096875,0.197948833333333,0.42241225,0.29476278,0
LOC102116072,0,0,0,0,0
LOC102116077,0,0,0,0,0
LOC102116078,0,0,0,0.225776,0
LOC102116079,0.03232134375,0,0,0,0
LOC102116086,0.67956540625,0.243349074074074,0.105254173076923,0.6350183,0.717348
LOC102116088,0,0,0,0,0
LOC102116089,0,0.0139598703703704,0.0539021538461538,0,0
LOC102116090,0.01201984375,0.0906227407407407,0,0.00822074,0
LOC102116092,0,0.539997740740741,0,0,2.32114
LOC102116093,0,0.0169701481481481,0,0,0
LOC102116094,0,0,0,0,0
LOC102116095,0.01336475,0,0.0678360961538462,0.1342416,0
LOC102116096,0,0,0,0,0
LOC102116101,0,0,0,0,0
LOC102116102,0.7452653125,0.182063759259259,0.133364307692308,0.9479124,2.0582088
LOC102116103,0.2355393125,0.340766481481481,0.150891846153846,0.50006856,0.0752606
LOC102116106,6.21882478125,1.518304,2.5830275,10.865526,4.044794
LOC102116108,0,0,0,0,0
LOC102116112,0,0,0,0,0.1547428
LOC102116115,0.05011565625,0,0,0.19801224,0
LOC102116117,0,0,0.0105025,0,0
LOC102116119,0,0.270609592592593,0.369678269230769,0.96719664,0
LOC102116125,0.6457684375,0.282625962962963,0.45191425,1.0942525,1.5987816
LOC102116126,0,0.353883333333333,0,0.313516,0
LOC102116127,0.2003209375,0,0,0.03014454,0
LOC102116130,0.36646071875,0.959678148148148,0.401603019230769,0,0
LOC102116131,0,0.418459148148148,0.00694790384615385,0,0
LOC102116134,0,0.0996387037037037,0.101598115384615,0.0314232,0
LOC102116141,1.14628,0.049257037037037,0.0225994230769231,0.089401,0
LOC102116143,0,0,0,0,0
LOC102116146,0,0,0,0,0.322686
LOC102116152,0.1394034375,0,0.0319300384615385,0,0
LOC102116154,79.44591875,108.169635185185,130.404376923077,71.898188,68.92342
LOC102116155,0,0,0.168165615384615,0,0
LOC102116157,0,0,0.287614807692308,1.3009944,4.73272
LOC102116158,0,0,0,0,0
LOC102116159,0,0.0278010925925926,0,0.029071,0
LOC102116160,0,0,0,0,0
LOC102116163,0,0.0163506851851852,0,0,0
LOC102116167,0.06173596875,0.0307140555555556,0.0614991730769231,0.05842634,0
LOC102116169,0.0444896875,0,0,0.0059703,0
LOC102116170,0,0.0313958518518518,0.00720896153846154,0.0950066,0
LOC102116171,0,0.0413505555555556,0,0,0
LOC102116173,29.512676625,72.2928716666667,23.2508676153846,16.9641022,116.58856
LOC102116176,0.03602359375,0,0.00940119230769231,0.00558652,0
LOC102116177,0,0.250506333333333,0.527872115384615,0.18603938,0
LOC102116181,0,0,0.0107909230769231,0.01283746,0
LOC102116184,0,0,0,0,0
LOC102116185,0,0,0,0,0
LOC102116187,0,0,0,0,0
LOC102116188,0,0.0120701851851852,0.151388076923077,0.415876,0
LOC102116192,0.0658278125,0.129781703703704,0.00723103846153846,0.0365868,0.524226
LOC102116194,0.853373125,0,0,0,0
LOC102116196,0.02802953125,0,0.0195023269230769,0.39223252,0
LOC102116198,0,0,0,0.00723054,0
LOC102116201,0,0,0,0,0
LOC102116206,0,0.0323564814814815,0.0121200192307692,0,0
LOC102116213,0,0.00571053703703704,0.0229726923076923,0,0
LOC102116215,0,0,0,0,0
LOC102116216,0.0174739375,0,0.00809438461538462,0.00945966,0
LOC102116218,0,0.0101562407407407,0,0.00945966,0
LOC102116220,0.165763,0.352880055555556,0.314678596153846,0.27941688,0.1547428
LOC102116222,0,0.0434025925925926,0,0,0
LOC102116223,0,0,0.0136124615384615,0.06323318,0
LOC102116226,0,0,0,0.00822074,0
LOC102116233,9.46348775,9.77888924074074,13.8393534615385,15.90285654,6.03498
LOC102116239,0,0.0109123148148148,0,0.0059703,0
LOC102116247,0,0,0,0.0335688,0
LOC102116252,0.04571625,0.0145181481481481,0.0114420961538462,0,0
LOC102116258,0,0,0,0.22075638,0
LOC102116260,10.779989375,2.48466135185185,1.25163353846154,10.30207762,17.498846
LOC102116261,0,0,0,0,0
LOC102116266,0.01124790625,0,0,0.02401152,12.4937588
LOC102116268,0,0,0.00960830769230769,0,0
LOC102116273,0,0,0,0,0
LOC102116279,0,0,0,0,0
LOC102116282,0,0.0145181481481481,0,0,0
LOC102116283,0.01336475,0.449700296296296,0.420219230769231,0.01462536,0
LOC102116286,0,0,0,0,0
LOC102116289,0,0,0,0.00735662,0
LOC102116292,0.01336475,0.0300440925925926,0.0723012307692308,0,0
LOC102116293,0,0,0,0,0
